LEAGUE,PLAYER_ID,POSITION,SEASON,AGE_SEPT_15,GP,G,A,TP,PPG,SEASON_NO,SEASON_>20GP,CUM_GP,ONLY_1_SEASON,MIN_3_SEASONS,DOB,DY_STATUS,SHOOTS,DRAFTED,NHL_PPG,NHL_GP
QMJHL,284801/connor-mcguire,D,2000,17.983333,23,1,3,4,0.170000,1,1,23,0,1,1982-09-21,DY-1,R,No,0.000000,0
QMJHL,284801/connor-mcguire,D,2001,18.983333,51,7,8,15,0.294118,2,2,74,0,1,1982-09-21,DY,R,No,0.000000,0
QMJHL,284801/connor-mcguire,D,2002,19.983333,20,2,3,5,0.250000,3,3,94,0,1,1982-09-21,DY+1,R,No,0.000000,0
QMJHL,284803/sylvain-watt,D,1999,18.397222,64,2,6,8,0.130000,1,1,64,0,1,1981-04-22,DY,L,No,0.000000,0
QMJHL,284803/sylvain-watt,D,2000,19.397222,72,5,22,27,0.375000,2,2,136,0,1,1981-04-22,DY+1,L,No,0.000000,0
QMJHL,284803/sylvain-watt,D,2001,20.397222,70,9,38,47,0.671429,3,3,206,0,1,1981-04-22,DY+2,L,No,0.000000,0
QMJHL,284803/sylvain-watt,D,2002,21.397222,39,6,23,29,0.743590,4,4,245,0,1,1981-04-22,DY+3,L,No,0.000000,0
QMJHL,284810/bryan-riddell,D,2002,19.625000,37,1,3,4,0.110000,1,1,37,1,0,1983-01-31,DY+1,L,No,0.000000,0
WHL,284816/aleksi-heponiemi,F,2017,18.683333,72,28,58,86,1.194444,1,1,72,0,0,1999-01-09,DY,L,Yes,0.000000,0
WHL,284816/aleksi-heponiemi,F,2018,19.683333,57,28,90,118,2.070175,2,2,129,0,0,1999-01-09,DY+1,L,Yes,0.000000,0
USHL,284854/justin-lee,D,2019,19.502778,62,6,24,30,0.483871,1,1,62,1,0,2000-03-14,DY+1,L,No,0.000000,0
WHL,284856/garrett-sambrook,D,2017,17.625000,55,1,6,7,0.130000,1,1,55,0,0,2000-01-30,DY-1,R,No,0.000000,0
WHL,284856/garrett-sambrook,D,2018,18.625000,13,0,2,2,0.150000,2,0,68,0,0,2000-01-30,DY,R,No,0.000000,0
WHL,284856/garrett-sambrook,D,2019,19.625000,56,0,10,10,0.178571,3,2,124,0,0,2000-01-30,DY+1,R,No,0.000000,0
WHL,284857/zach-wytinck,D,2018,19.480556,68,4,19,23,0.338235,1,1,68,0,0,1999-03-22,DY+1,L,No,0.000000,0
WHL,284857/zach-wytinck,D,2019,20.480556,65,5,38,43,0.661538,2,2,133,0,0,1999-03-22,DY+2,L,No,0.000000,0
WHL,284865/brian-harris,F,2017,18.702778,5,1,0,1,0.200000,1,0,5,0,0,1999-01-02,DY,L,No,0.000000,0
WHL,284865/brian-harris,F,2018,19.702778,49,2,1,3,0.060000,2,1,54,0,0,1999-01-02,DY+1,L,No,0.000000,0
QMJHL,284884/olivier-luc-hache,F,2018,17.930556,21,0,2,2,0.100000,1,1,21,0,0,2000-10-10,DY-1,R,No,0.000000,0
QMJHL,284884/olivier-luc-hache,F,2019,18.930556,22,2,3,5,0.230000,2,2,43,0,0,2000-10-10,DY,R,No,0.000000,0
QMJHL,284907/david-noel,D,2017,18.430556,65,11,21,32,0.492308,1,1,65,0,1,1999-04-10,DY,L,Yes,0.000000,0
QMJHL,284907/david-noel,D,2018,19.430556,68,14,32,46,0.676471,2,2,133,0,1,1999-04-10,DY+1,L,Yes,0.000000,0
QMJHL,284907/david-noel,D,2019,20.430556,37,13,14,27,0.729730,3,3,170,0,1,1999-04-10,DY+2,L,Yes,0.000000,0
QMJHL,284911/pierre-olivier-joseph,D,2016,17.205556,48,1,7,8,0.170000,1,1,48,0,1,1999-07-01,DY-1,L,Yes,0.000000,0
QMJHL,284911/pierre-olivier-joseph,D,2017,18.205556,62,6,33,39,0.629032,2,2,110,0,1,1999-07-01,DY,L,Yes,0.000000,0
QMJHL,284911/pierre-olivier-joseph,D,2018,19.205556,63,13,33,46,0.730159,3,3,173,0,1,1999-07-01,DY+1,L,Yes,0.000000,0
QMJHL,284911/pierre-olivier-joseph,D,2019,20.205556,62,9,38,47,0.758065,4,4,235,0,1,1999-07-01,DY+2,L,Yes,0.000000,0
QMJHL,284912/samuel-gaumond,F,2016,17.622222,29,1,2,3,0.100000,1,1,29,0,0,1999-02-01,DY-1,R,No,0.000000,0
QMJHL,284912/samuel-gaumond,F,2017,18.622222,54,7,7,14,0.259259,2,2,83,0,0,1999-02-01,DY,R,No,0.000000,0
QMJHL,284912/samuel-gaumond,F,2018,19.622222,11,0,1,1,0.090000,3,0,94,0,0,1999-02-01,DY+1,R,No,0.000000,0
QMJHL,284913/jason-imbeault,F,2016,17.647222,58,1,4,5,0.090000,1,1,58,0,1,1999-01-22,DY-1,R,No,0.000000,0
QMJHL,284913/jason-imbeault,F,2017,18.647222,66,7,3,10,0.151515,2,2,124,0,1,1999-01-22,DY,R,No,0.000000,0
QMJHL,284913/jason-imbeault,F,2018,19.647222,21,4,4,8,0.380000,3,3,145,0,1,1999-01-22,DY+1,R,No,0.000000,0
QMJHL,284913/jason-imbeault,F,2019,20.647222,17,3,0,3,0.180000,4,0,162,0,1,1999-01-22,DY+2,R,No,0.000000,0
QMJHL,284915/charles-antoine-giguere,F,2017,18.366667,9,0,1,1,0.110000,1,0,9,0,0,1999-05-03,DY,L,No,0.000000,0
QMJHL,284915/charles-antoine-giguere,F,2018,19.366667,53,5,5,10,0.188679,2,1,62,0,0,1999-05-03,DY+1,L,No,0.000000,0
QMJHL,284915/charles-antoine-giguere,F,2019,20.366667,65,14,17,31,0.476923,3,2,127,0,0,1999-05-03,DY+2,L,No,0.000000,0
QMJHL,284916/felix-bibeau,F,2017,18.458333,55,5,8,13,0.236364,1,1,55,0,1,1999-03-31,DY,L,No,0.000000,0
QMJHL,284916/felix-bibeau,F,2018,19.458333,61,22,40,62,1.016393,2,2,116,0,1,1999-03-31,DY+1,L,No,0.000000,0
QMJHL,284916/felix-bibeau,F,2019,20.458333,63,28,41,69,1.095238,3,3,179,0,1,1999-03-31,DY+2,L,No,0.000000,0
QMJHL,284917/nicolas-guay,F,2016,17.241667,37,3,6,9,0.240000,1,1,37,0,1,1999-06-18,DY-1,R,No,0.000000,0
QMJHL,284917/nicolas-guay,F,2017,18.241667,35,10,13,23,0.657143,2,2,72,0,1,1999-06-18,DY,R,No,0.000000,0
QMJHL,284917/nicolas-guay,F,2018,19.241667,68,29,26,55,0.808824,3,3,140,0,1,1999-06-18,DY+1,R,No,0.000000,0
QMJHL,284917/nicolas-guay,F,2019,20.241667,64,40,47,87,1.359375,4,4,204,0,1,1999-06-18,DY+2,R,No,0.000000,0
QMJHL,284920/louis-tardif,D,2017,18.594444,60,0,1,1,0.020000,1,1,60,0,1,1999-02-11,DY,R,No,0.000000,0
QMJHL,284920/louis-tardif,D,2018,19.594444,68,1,3,4,0.060000,2,2,128,0,1,1999-02-11,DY+1,R,No,0.000000,0
QMJHL,284920/louis-tardif,D,2019,20.594444,53,0,6,6,0.110000,3,3,181,0,1,1999-02-11,DY+2,R,No,0.000000,0
QMJHL,284922/mederik-racicot,D,2017,18.513889,62,1,7,8,0.130000,1,1,62,0,1,1999-03-10,DY,L,No,0.000000,0
QMJHL,284922/mederik-racicot,D,2018,19.513889,61,7,11,18,0.295082,2,2,123,0,1,1999-03-10,DY+1,L,No,0.000000,0
QMJHL,284922/mederik-racicot,D,2019,20.513889,49,1,6,7,0.140000,3,3,172,0,1,1999-03-10,DY+2,L,No,0.000000,0
QMJHL,284924/nicolas-beaudin,D,2016,16.938889,26,0,1,1,0.040000,1,1,26,0,1,1999-10-07,DY-2,L,Yes,0.000000,0
QMJHL,284924/nicolas-beaudin,D,2017,17.938889,64,5,36,41,0.640625,2,2,90,0,1,1999-10-07,DY-1,L,Yes,0.000000,0
QMJHL,284924/nicolas-beaudin,D,2018,18.938889,68,12,57,69,1.014706,3,3,158,0,1,1999-10-07,DY,L,Yes,0.000000,0
QMJHL,284924/nicolas-beaudin,D,2019,19.938889,53,7,49,56,1.056604,4,4,211,0,1,1999-10-07,DY+1,L,Yes,0.000000,0
QMJHL,284926/carl-gervais,F,2016,17.450000,55,3,3,6,0.110000,1,1,55,0,0,1999-04-03,DY-1,L,No,0.000000,0
QMJHL,284926/carl-gervais,F,2017,18.450000,27,1,2,3,0.110000,2,2,82,0,0,1999-04-03,DY,L,No,0.000000,0
QMJHL,284928/samuel-naud,F,2017,17.913889,60,3,14,17,0.283333,1,1,60,0,1,1999-10-16,DY-1,R,No,0.000000,0
QMJHL,284928/samuel-naud,F,2018,18.913889,60,3,8,11,0.183333,2,2,120,0,1,1999-10-16,DY,R,No,0.000000,0
QMJHL,284928/samuel-naud,F,2019,19.913889,63,8,10,18,0.285714,3,3,183,0,1,1999-10-16,DY+1,R,No,0.000000,0
QMJHL,284929/william-poirier,F,2016,16.838889,61,3,6,9,0.150000,1,1,61,0,1,1999-11-13,DY-2,L,No,0.000000,0
QMJHL,284929/william-poirier,F,2017,17.838889,67,6,17,23,0.343284,2,2,128,0,1,1999-11-13,DY-1,L,No,0.000000,0
QMJHL,284929/william-poirier,F,2018,18.838889,65,9,11,20,0.307692,3,3,193,0,1,1999-11-13,DY,L,No,0.000000,0
QMJHL,284929/william-poirier,F,2019,19.838889,62,16,15,31,0.500000,4,4,255,0,1,1999-11-13,DY+1,L,No,0.000000,0
QMJHL,284930/isaiah-gallo-demetris,F,2018,19.516667,50,8,8,16,0.320000,1,1,50,0,0,1999-03-09,DY+1,R,No,0.000000,0
QMJHL,284930/isaiah-gallo-demetris,F,2019,20.516667,48,6,6,12,0.250000,2,2,98,0,0,1999-03-09,DY+2,R,No,0.000000,0
QMJHL,284931/christopher-benoit,F,2017,18.291667,61,5,9,14,0.229508,1,1,61,0,1,1999-05-31,DY,L,No,0.000000,0
QMJHL,284931/christopher-benoit,F,2018,19.291667,68,7,9,16,0.235294,2,2,129,0,1,1999-05-31,DY+1,L,No,0.000000,0
QMJHL,284931/christopher-benoit,F,2019,20.291667,60,11,11,22,0.366667,3,3,189,0,1,1999-05-31,DY+2,L,No,0.000000,0
QMJHL,284934/jeff-hadley,D,2001,18.672222,55,1,7,8,0.150000,1,1,55,0,0,1983-01-13,DY,L,No,0.000000,0
QMJHL,284934/jeff-hadley,D,2002,19.672222,38,2,3,5,0.130000,2,2,93,0,0,1983-01-13,DY+1,L,No,0.000000,0
QMJHL,285017/patrick-vincent,F,1998,18.461111,59,3,10,13,0.220339,1,1,59,0,1,1980-03-29,DY,L,No,0.000000,0
QMJHL,285017/patrick-vincent,F,1999,19.461111,57,17,14,31,0.543860,2,2,116,0,1,1980-03-29,DY+1,L,No,0.000000,0
QMJHL,285017/patrick-vincent,F,2000,20.461111,55,11,28,39,0.709091,3,3,171,0,1,1980-03-29,DY+2,L,No,0.000000,0
QMJHL,285017/patrick-vincent,F,2001,21.461111,45,14,17,31,0.688889,4,4,216,0,1,1980-03-29,DY+3,L,No,0.000000,0
WHL,285019/marco-creta,D,2018,18.325000,33,1,4,5,0.150000,1,1,33,0,0,2000-05-18,DY,L,No,0.000000,0
WHL,285019/marco-creta,D,2019,19.325000,61,4,14,18,0.295082,2,2,94,0,0,2000-05-18,DY+1,L,No,0.000000,0
WHL,285046/dawson-barteaux,D,2017,17.675000,42,0,4,4,0.100000,1,1,42,0,1,2000-01-12,DY-1,R,Yes,0.000000,0
WHL,285046/dawson-barteaux,D,2018,18.675000,64,3,29,32,0.500000,2,2,106,0,1,2000-01-12,DY,R,Yes,0.000000,0
WHL,285046/dawson-barteaux,D,2019,19.675000,67,7,27,34,0.507463,3,3,173,0,1,2000-01-12,DY+1,R,Yes,0.000000,0
WHL,285054/layne-toder,D,2018,18.702778,70,1,9,10,0.142857,1,1,70,0,0,2000-01-02,DY,L,No,0.000000,0
WHL,285054/layne-toder,D,2019,19.702778,67,2,11,13,0.194030,2,2,137,0,0,2000-01-02,DY+1,L,No,0.000000,0
WHL,285074/sam-huston,D,2017,18.291667,45,1,4,5,0.110000,1,1,45,0,0,1999-05-31,DY,L,No,0.000000,0
WHL,285074/sam-huston,D,2018,19.291667,62,2,9,11,0.177419,2,2,107,0,0,1999-05-31,DY+1,L,No,0.000000,0
WHL,285079/connor-gutenberg,F,2016,17.030556,44,6,4,10,0.227273,1,1,44,0,1,1999-09-04,DY-1,R,No,0.000000,0
WHL,285079/connor-gutenberg,F,2017,18.030556,66,13,24,37,0.560606,2,2,110,0,1,1999-09-04,DY,R,No,0.000000,0
WHL,285079/connor-gutenberg,F,2018,19.030556,72,18,35,53,0.736111,3,3,182,0,1,1999-09-04,DY+1,R,No,0.000000,0
WHL,285079/connor-gutenberg,F,2019,20.030556,67,16,31,47,0.701493,4,4,249,0,1,1999-09-04,DY+2,R,No,0.000000,0
QMJHL,285180/steve-waters,F,1999,18.027778,56,2,9,11,0.196429,1,1,56,0,0,1981-09-05,DY,R,No,0.000000,0
QMJHL,285180/steve-waters,F,2000,19.027778,35,6,5,11,0.314286,2,2,91,0,0,1981-09-05,DY+1,R,No,0.000000,0
QMJHL,285180/steve-waters,F,2001,20.027778,16,5,10,15,0.937500,3,0,107,0,0,1981-09-05,DY+2,R,No,0.000000,0
OHL,285187/theo-calvas,D,2016,18.108333,25,0,1,1,0.040000,1,1,25,0,1,1998-08-06,DY,R,No,0.000000,0
OHL,285187/theo-calvas,D,2017,19.108333,53,1,7,8,0.150000,2,2,78,0,1,1998-08-06,DY+1,R,No,0.000000,0
OHL,285187/theo-calvas,D,2018,20.108333,68,3,20,23,0.338235,3,3,146,0,1,1998-08-06,DY+2,R,No,0.000000,0
OHL,285187/theo-calvas,D,2019,21.108333,65,3,19,22,0.338462,4,4,211,0,1,1998-08-06,DY+3,R,No,0.000000,0
USHL,285196/mitchell-perrault,F,2016,20.033333,59,11,16,27,0.457627,1,1,59,0,0,1996-09-03,DY+2,R,No,0.000000,0
USHL,285196/mitchell-perrault,F,2017,21.033333,59,9,22,31,0.525424,2,2,118,0,0,1996-09-03,DY+3,R,No,0.000000,0
USHL,285207/kevin-charyszyn,F,2016,20.177778,54,6,6,12,0.222222,1,1,54,0,0,1996-07-11,DY+2,L,No,0.000000,0
USHL,285207/kevin-charyszyn,F,2017,21.177778,57,30,20,50,0.877193,2,2,111,0,0,1996-07-11,DY+3,L,No,0.000000,0
WHL,285213/tristen-pfeifer,D,2015,19.297222,49,2,7,9,0.180000,1,1,49,0,0,1996-05-28,DY+1,R,No,0.000000,0
WHL,285213/tristen-pfeifer,D,2016,20.297222,60,2,11,13,0.216667,2,2,109,0,0,1996-05-28,DY+2,R,No,0.000000,0
USHL,285257/chase-mclane,F,2018,18.397222,48,1,9,10,0.208333,1,1,48,0,0,2000-04-22,DY,R,No,0.000000,0
USHL,285257/chase-mclane,F,2019,19.397222,34,7,15,22,0.647059,2,2,82,0,0,2000-04-22,DY+1,R,No,0.000000,0
USHL,285300/curtis-hall,F,2017,17.386111,59,7,14,21,0.355932,1,1,59,0,0,2000-04-26,DY-1,R,Yes,0.000000,0
USHL,285300/curtis-hall,F,2018,18.386111,54,13,18,31,0.574074,2,2,113,0,0,2000-04-26,DY,R,Yes,0.000000,0
USHL,285312/ruben-rafkin,D,2019,17.686111,38,2,8,10,0.263158,1,1,38,1,0,2002-01-08,DY-1,R,No,0.000000,0
USHL,285319/kyler-grundy,F,2019,19.405556,56,5,12,17,0.303571,1,1,56,1,0,2000-04-19,DY+1,L,No,0.000000,0
USHL,285327/connor-caponi,F,2018,18.486111,2,1,1,2,1.000000,1,0,2,0,0,2000-03-20,DY,R,No,0.000000,0
USHL,285327/connor-caponi,F,2019,19.486111,42,9,5,14,0.333333,2,1,44,0,0,2000-03-20,DY+1,R,No,0.000000,0
USHL,285337/mckade-webster,F,2018,18.130556,58,11,19,30,0.517241,1,1,58,0,0,2000-07-28,DY,R,No,0.000000,0
USHL,285337/mckade-webster,F,2019,19.130556,6,0,2,2,0.333333,2,0,64,0,0,2000-07-28,DY+1,R,No,0.000000,0
USHL,285341/hunter-carrick,D,2018,18.116667,49,3,8,11,0.224490,1,1,49,0,0,2000-08-03,DY,L,No,0.000000,0
USHL,285341/hunter-carrick,D,2019,19.116667,26,2,0,2,0.076923,2,2,75,0,0,2000-08-03,DY+1,L,No,0.000000,0
QMJHL,285351/joey-d-amico,F,1999,18.047222,51,5,7,12,0.235294,1,1,51,0,1,1981-08-28,DY,R,No,0.000000,0
QMJHL,285351/joey-d-amico,F,2000,19.047222,55,4,15,19,0.345455,2,2,106,0,1,1981-08-28,DY+1,R,No,0.000000,0
QMJHL,285351/joey-d-amico,F,2001,20.047222,71,10,14,24,0.338028,3,3,177,0,1,1981-08-28,DY+2,R,No,0.000000,0
OHL,285369/alex-gritz,F,2017,17.000000,37,2,3,5,0.140000,1,1,37,0,1,2000-09-15,DY-1,L,No,0.000000,0
OHL,285369/alex-gritz,F,2018,18.000000,67,13,17,30,0.447761,2,2,104,0,1,2000-09-15,DY,L,No,0.000000,0
OHL,285369/alex-gritz,F,2019,19.000000,53,10,11,21,0.396226,3,3,157,0,1,2000-09-15,DY+1,L,No,0.000000,0
QMJHL,285381/daniel-clermont,F,1999,18.625000,60,4,10,14,0.233333,1,1,60,0,1,1981-01-30,DY,R,No,0.000000,0
QMJHL,285381/daniel-clermont,F,2000,19.625000,64,15,15,30,0.468750,2,2,124,0,1,1981-01-30,DY+1,R,No,0.000000,0
QMJHL,285381/daniel-clermont,F,2001,20.625000,31,5,10,15,0.483871,3,3,155,0,1,1981-01-30,DY+2,R,No,0.000000,0
USHL,285389/ryan-roth,F,2017,17.152778,4,0,2,2,0.500000,1,0,4,0,0,2000-07-20,DY-1,R,No,0.000000,0
OHL,285389/ryan-roth,F,2018,18.152778,68,15,18,33,0.485294,2,1,72,0,0,2000-07-20,DY,R,No,0.000000,0
OHL,285389/ryan-roth,F,2019,19.152778,68,21,21,42,0.617647,3,2,140,0,0,2000-07-20,DY+1,R,No,0.000000,0
USHL,285393/christian-berger,D,2018,18.313889,7,0,1,1,0.142857,1,0,7,0,0,2000-05-22,DY,L,No,0.000000,0
USHL,285393/christian-berger,D,2019,19.313889,61,8,11,19,0.311475,2,1,68,0,0,2000-05-22,DY+1,L,No,0.000000,0
USHL,285412/will-mackinnon,D,2017,17.422222,34,1,0,1,0.029412,1,1,34,0,0,2000-04-13,DY-1,L,No,0.000000,0
USHL,285412/will-mackinnon,D,2018,18.422222,57,2,8,10,0.175439,2,2,91,0,0,2000-04-13,DY,L,No,0.000000,0
QMJHL,285443/louis-alfred,F,2000,18.366667,31,1,3,4,0.130000,1,1,31,0,0,1982-05-03,DY,L,No,0.000000,0
QMJHL,285443/louis-alfred,F,2001,19.366667,40,0,2,2,0.050000,2,2,71,0,0,1982-05-03,DY+1,L,No,0.000000,0
QMJHL,285445/yannick-guay,F,2000,19.491667,58,17,17,34,0.586207,1,1,58,1,0,1981-03-18,DY+1,R,No,0.000000,0
QMJHL,285446/francois-belanger,F,2000,19.430556,59,20,25,45,0.762712,1,1,59,0,1,1981-04-10,DY+1,R,No,0.000000,0
QMJHL,285446/francois-belanger,F,2001,20.430556,72,28,37,65,0.902778,2,2,131,0,1,1981-04-10,DY+2,R,No,0.000000,0
QMJHL,285446/francois-belanger,F,2002,21.430556,69,27,39,66,0.956522,3,3,200,0,1,1981-04-10,DY+3,R,No,0.000000,0
QMJHL,285447/jean-gravel,D,2001,20.180556,8,1,0,1,0.130000,1,0,8,1,0,1981-07-10,DY+2,R,No,0.000000,0
QMJHL,285623/aleksi-anttalainen,D,2018,19.463889,61,4,18,22,0.360656,1,1,61,0,0,1999-03-28,DY+1,L,No,0.000000,0
QMJHL,285623/aleksi-anttalainen,D,2019,20.463889,54,7,15,22,0.407407,2,2,115,0,0,1999-03-28,DY+2,L,No,0.000000,0
QMJHL,285630/eric-dufour,F,2001,19.686111,28,5,7,12,0.428571,1,1,28,1,0,1982-01-08,DY+1,R,No,0.000000,0
QMJHL,285631/jean-michel-martin,F,1999,17.302778,22,0,1,1,0.050000,1,1,22,0,0,1982-05-26,DY-1,R,No,0.000000,0
QMJHL,285631/jean-michel-martin,F,2000,18.302778,17,1,4,5,0.290000,2,0,39,0,0,1982-05-26,DY,R,No,0.000000,0
QMJHL,285631/jean-michel-martin,F,2001,19.302778,41,3,6,9,0.220000,3,2,80,0,0,1982-05-26,DY+1,R,No,0.000000,0
OHL,285658/konstantin-chernyuk,D,2016,18.588889,37,1,4,5,0.140000,1,1,37,1,0,1998-02-13,DY,L,No,0.000000,0
QMJHL,285660/simon-lagace-daigle,F,1999,17.511111,44,3,5,8,0.180000,1,1,44,0,0,1982-03-11,DY-1,R,No,0.000000,0
QMJHL,285660/simon-lagace-daigle,F,2000,18.511111,67,12,14,26,0.388060,2,2,111,0,0,1982-03-11,DY,R,No,0.000000,0
QMJHL,285660/simon-lagace-daigle,F,2001,19.511111,2,0,1,1,0.500000,3,0,113,0,0,1982-03-11,DY+1,R,No,0.000000,0
QMJHL,285704/leon-martin,F,2000,18.752778,16,0,1,1,0.060000,1,0,16,1,0,1981-12-14,DY,L,No,0.000000,0
QMJHL,285710/martin-senecal,F,2001,18.700000,7,1,1,2,0.290000,1,0,7,1,0,1983-01-03,DY,L,No,0.000000,0
OHL,285732/william-sirman,F,2018,18.866667,66,6,13,19,0.287879,1,1,66,0,0,1999-11-03,DY,L,No,0.000000,0
QMJHL,285732/william-sirman,F,2019,19.866667,49,4,15,19,0.387755,2,2,115,0,0,1999-11-03,DY+1,L,No,0.000000,0
QMJHL,285752/olivier-dubuc,F,1998,17.997222,66,8,9,17,0.257576,1,1,66,0,1,1980-09-16,DY-1,R,No,0.000000,0
QMJHL,285752/olivier-dubuc,F,1999,18.997222,51,5,15,20,0.392157,2,2,117,0,1,1980-09-16,DY,R,No,0.000000,0
QMJHL,285752/olivier-dubuc,F,2000,19.997222,70,7,23,30,0.428571,3,3,187,0,1,1980-09-16,DY+1,R,No,0.000000,0
QMJHL,285752/olivier-dubuc,F,2001,20.997222,49,16,20,36,0.734694,4,4,236,0,1,1980-09-16,DY+2,R,No,0.000000,0
QMJHL,285753/david-comeau,F,1997,18.522222,69,16,16,32,0.463768,1,1,69,0,1,1979-03-07,DY,R,No,0.000000,0
QMJHL,285753/david-comeau,F,1998,19.522222,61,15,24,39,0.639344,2,2,130,0,1,1979-03-07,DY+1,R,No,0.000000,0
QMJHL,285753/david-comeau,F,1999,20.522222,70,18,46,64,0.914286,3,3,200,0,1,1979-03-07,DY+2,R,No,0.000000,0
QMJHL,285753/david-comeau,F,2000,21.522222,60,23,40,63,1.050000,4,4,260,0,1,1979-03-07,DY+3,R,No,0.000000,0
QMJHL,285754/martin-dube,F,2000,18.827778,2,0,1,1,0.500000,1,0,2,1,0,1981-11-17,DY,R,No,0.000000,0
OHL,28602/martin-cizek,D,2003,19.327778,58,2,7,9,0.160000,1,1,58,1,0,1984-05-17,DY+1,L,Yes,0.000000,0
QMJHL,286070/patrick-lafreniere,F,2000,20.227778,41,4,3,7,0.170000,1,1,41,1,0,1980-06-23,DY+2,R,No,0.000000,0
QMJHL,286087/philippe-gelinas,F,1999,18.125000,54,5,6,11,0.203704,1,1,54,0,0,1981-07-30,DY,L,No,0.000000,0
QMJHL,286087/philippe-gelinas,F,2000,19.125000,48,8,9,17,0.354167,2,2,102,0,0,1981-07-30,DY+1,L,No,0.000000,0
OHL,286103/kyle-auger,D,2016,17.702778,28,1,2,3,0.110000,1,1,28,0,1,1999-01-02,DY-1,R,No,0.000000,0
OHL,286103/kyle-auger,D,2017,18.702778,46,2,4,6,0.130000,2,2,74,0,1,1999-01-02,DY,R,No,0.000000,0
OHL/QMJHL,286103/kyle-auger,D,2018,19.702778,20,1,4,5,0.250000,3,3,94,0,1,1999-01-02,DY+1,R,No,0.000000,0
QMJHL,286114/jean-francois-pilon,F,1998,17.975000,66,4,5,9,0.140000,1,1,66,0,0,1980-09-24,DY-1,R,No,0.000000,0
QMJHL,286114/jean-francois-pilon,F,2000,19.975000,31,3,6,9,0.290000,2,2,97,0,0,1980-09-24,DY+1,R,No,0.000000,0
QMJHL,286145/francis-mongrain,F,1998,18.705556,39,4,4,8,0.210000,1,1,39,0,0,1980-01-01,DY,L,No,0.000000,0
QMJHL,286145/francis-mongrain,F,2000,20.705556,20,2,0,2,0.100000,2,2,59,0,0,1980-01-01,DY+2,L,No,0.000000,0
QMJHL,286146/andre-landry,F,2000,18.861111,30,0,2,2,0.070000,1,1,30,1,0,1981-11-05,DY,R,No,0.000000,0
QMJHL,286157/stephane-labrie,F,2000,18.644444,49,1,2,3,0.060000,1,1,49,1,0,1982-01-23,DY,R,No,0.000000,0
QMJHL,286193/steve-fillion,F,2000,18.530556,12,2,3,5,0.420000,1,0,12,1,0,1982-03-04,DY,L,No,0.000000,0
QMJHL,286273/francois-fortin,F,1997,17.433333,50,4,8,12,0.240000,1,1,50,0,1,1980-04-09,DY-1,L,No,0.000000,0
QMJHL,286273/francois-fortin,F,1998,18.433333,41,2,2,4,0.100000,2,2,91,0,1,1980-04-09,DY,L,No,0.000000,0
QMJHL,286273/francois-fortin,F,1999,19.433333,70,12,36,48,0.685714,3,3,161,0,1,1980-04-09,DY+1,L,No,0.000000,0
QMJHL,286273/francois-fortin,F,2000,20.433333,72,17,39,56,0.777778,4,4,233,0,1,1980-04-09,DY+2,L,No,0.000000,0
QMJHL,286276/yannick-lachance,F,1998,18.063889,54,9,14,23,0.425926,1,1,54,0,1,1980-08-22,DY,L,No,0.000000,0
QMJHL,286276/yannick-lachance,F,1999,19.063889,58,12,9,21,0.362069,2,2,112,0,1,1980-08-22,DY+1,L,No,0.000000,0
QMJHL,286276/yannick-lachance,F,2000,20.063889,29,4,8,12,0.413793,3,3,141,0,1,1980-08-22,DY+2,L,No,0.000000,0
QMJHL,286278/shane-lomax,F,2000,19.805556,16,1,0,1,0.060000,1,0,16,1,0,1980-11-25,DY+1,R,No,0.000000,0
QMJHL,28638/michel-beausoleil,F,1998,18.155556,68,12,13,25,0.367647,1,1,68,0,0,1980-07-19,DY,R,No,0.000000,0
QMJHL,28638/michel-beausoleil,F,1999,19.155556,6,1,0,1,0.170000,2,0,74,0,0,1980-07-19,DY+1,R,No,0.000000,0
QMJHL,28638/michel-beausoleil,F,2000,20.155556,58,21,27,48,0.827586,3,2,132,0,0,1980-07-19,DY+2,R,No,0.000000,0
QMJHL,286419/dominic-desbiens,D,1998,19.600000,68,0,3,3,0.040000,1,1,68,0,1,1979-02-09,DY+1,L,No,0.000000,0
QMJHL,286419/dominic-desbiens,D,1999,20.600000,25,0,4,4,0.160000,2,2,93,0,1,1979-02-09,DY+2,L,No,0.000000,0
QMJHL,286419/dominic-desbiens,D,2000,21.600000,63,3,17,20,0.317460,3,3,156,0,1,1979-02-09,DY+3,L,No,0.000000,0
QMJHL,28642/denis-desmarais,D,1999,18.247222,66,4,3,7,0.110000,1,1,66,0,1,1981-06-16,DY,L,No,0.000000,0
QMJHL,28642/denis-desmarais,D,2000,19.247222,58,4,8,12,0.206897,2,2,124,0,1,1981-06-16,DY+1,L,No,0.000000,0
QMJHL,28642/denis-desmarais,D,2001,20.247222,68,4,13,17,0.250000,3,3,192,0,1,1981-06-16,DY+2,L,No,0.000000,0
QMJHL,28642/denis-desmarais,D,2002,21.247222,72,7,19,26,0.361111,4,4,264,0,1,1981-06-16,DY+3,L,No,0.000000,0
QMJHL,286424/jean-francois-talbot,F,2000,19.947222,28,2,3,5,0.180000,1,1,28,1,0,1980-10-04,DY+1,L,No,0.000000,0
QMJHL,28646/justin-saulnier,F,2004,17.413889,56,11,12,23,0.410714,1,1,56,0,1,1987-04-16,DY-1,L,No,0.000000,0
